id,orderkey,orderdate,deliverydate,storekey,quantity,currencycode,exchangerate,productkey,productcode,productname,brand,color,weight,weightunit,price,cost,categorykey,categoryname,subcategorykey,subcategoryname,customerkey,gender,firstname,lastname,city,zipcode,birthday,age,vehicle_year,car
10011,56800325,2016-07-21,2016-07-25,999999,3,AUD,1.33545,672,306031,Proseware Ink Jet All in one M300 ,Proseware,Grey,23,pounds,169,77.72,3,Computers,308,Computers Accessories,68873,Male,Nathan,Balls-Headley,Woongoolba,4207,1946-02-15,74,2009,BMW
10012,56800325,2016-07-21,2016-07-25,999999,3,AUD,1.33545,672,306031,Proseware Ink Jet All in one M300 ,Proseware,Grey,23,pounds,169,77.72,3,Computers,301,Laptops,68873,Male,Nathan,Balls-Headley,Woongoolba,4207,1946-02-15,74,2009,BMW
10013,56800325,2016-07-21,2016-07-25,999999,3,AUD,1.33545,672,306031,Proseware Ink Jet All in one M300 ,Proseware,Grey,23,pounds,169,77.72,3,Computers,305,Projectors & Screens,68873,Male,Nathan,Balls-Headley,Woongoolba,4207,1946-02-15,74,2009,BMW
10014,56800325,2016-07-21,2016-07-25,999999,3,AUD,1.33545,672,306031,Proseware Ink Jet All in one M300 ,Proseware,Grey,23,pounds,169,77.72,3,Computers,306,"Printers, Scanners & Fax",68873,Male,Nathan,Balls-Headley,Woongoolba,4207,1946-02-15,74,2009,BMW
10015,56800325,2016-07-21,2016-07-25,999999,3,AUD,1.33545,672,306031,Proseware Ink Jet All in one M300 ,Proseware,Grey,23,pounds,169,77.72,3,Computers,303,Desktops,68873,Male,Nathan,Balls-Headley,Woongoolba,4207,1946-02-15,74,2009,BMW
10016,56800391,2016-07-21,2016-07-21,560,6,USD,1.00000,1617,602047,Contoso DVD Player M110 ,Contoso,Silver,15,pounds,57.99,26.67,6,"Music, Movies and Audio Books",602,Movie DVD,1570031,Male,Blair,Cannon,Miami,33147,1956-06-17,64,2007,Fiat
10017,56800391,2016-07-21,2016-07-21,560,1,USD,1.00000,1579,602009,SV DVD Recorder L220 ,Southridge Video,White,4,pounds,219,72.56,6,"Music, Movies and Audio Books",602,Movie DVD,1570031,Male,Blair,Cannon,Miami,33147,1956-06-17,64,2007,Fiat
10018,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,304,Monitors,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10019,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,308,Computers Accessories,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10020,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,301,Laptops,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10021,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,305,Projectors & Screens,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10022,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,306,"Printers, Scanners & Fax",727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10023,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,624,305086,WWI Projector 720p LCD56 ,Wide World Importers,White,10.6,pounds,699,321.44,3,Computers,303,Desktops,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10024,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,306,205015,SV Car Video LCD7 M7002 ,Southridge Video,Black,4.9,pounds,369,169.69,2,TV and Video,201,Televisions,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10025,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,306,205015,SV Car Video LCD7 M7002 ,Southridge Video,Black,4.9,pounds,369,169.69,2,TV and Video,205,Car Video,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10026,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,306,205015,SV Car Video LCD7 M7002 ,Southridge Video,Black,4.9,pounds,369,169.69,2,TV and Video,203,Home Theater System,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10027,56800504,2016-07-21,2016-07-21,280,2,EUR,0.90785,306,205015,SV Car Video LCD7 M7002 ,Southridge Video,Black,4.9,pounds,369,169.69,2,TV and Video,202,VCD & DVD,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10028,56800504,2016-07-21,2016-07-21,280,4,EUR,0.90785,162,201047,"Adventure Works 52"" LCD HDTV X790W ",Adventure Works,Black,49.2,pounds,1592.2,527.53,2,TV and Video,201,Televisions,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10029,56800504,2016-07-21,2016-07-21,280,4,EUR,0.90785,162,201047,"Adventure Works 52"" LCD HDTV X790W ",Adventure Works,Black,49.2,pounds,1592.2,527.53,2,TV and Video,205,Car Video,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10030,56800504,2016-07-21,2016-07-21,280,4,EUR,0.90785,162,201047,"Adventure Works 52"" LCD HDTV X790W ",Adventure Works,Black,49.2,pounds,1592.2,527.53,2,TV and Video,203,Home Theater System,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10031,56800504,2016-07-21,2016-07-21,280,4,EUR,0.90785,162,201047,"Adventure Works 52"" LCD HDTV X790W ",Adventure Works,Black,49.2,pounds,1592.2,527.53,2,TV and Video,202,VCD & DVD,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10032,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,304,Monitors,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10033,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,308,Computers Accessories,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10034,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,301,Laptops,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10035,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,305,Projectors & Screens,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10036,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,306,"Printers, Scanners & Fax",727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10037,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,501,304041,Adventure Works CRT17 E105 ,Adventure Works,Black,10.8,pounds,59,30.08,3,Computers,303,Desktops,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10038,56800504,2016-07-21,2016-07-21,280,10,EUR,0.90785,1818,702112,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,701,Boxed Games,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10039,56800504,2016-07-21,2016-07-21,280,10,EUR,0.90785,1818,702112,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,702,Download Games,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10040,56800504,2016-07-21,2016-07-21,280,3,EUR,0.90785,1298,406052,Contoso USB Cable M250 ,Contoso,Yellow,,ounces,25,11.5,4,Cameras and camcorders ,402,Digital SLR Cameras,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10041,56800504,2016-07-21,2016-07-21,280,3,EUR,0.90785,1298,406052,Contoso USB Cable M250 ,Contoso,Yellow,,ounces,25,11.5,4,Cameras and camcorders ,405,Camcorders,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10042,56800504,2016-07-21,2016-07-21,280,3,EUR,0.90785,1298,406052,Contoso USB Cable M250 ,Contoso,Yellow,,ounces,25,11.5,4,Cameras and camcorders ,401,Digital Cameras,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10043,56800504,2016-07-21,2016-07-21,280,3,EUR,0.90785,1298,406052,Contoso USB Cable M250 ,Contoso,Yellow,,ounces,25,11.5,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10044,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,808,Fans,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10045,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,805,Coffee Machines,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10046,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,802,Refrigerators,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10047,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,807,Air Conditioners,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10048,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,804,Water Heaters,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10049,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,806,Lamps,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10050,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,801,Washers & Dryers,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10051,56800504,2016-07-21,2016-07-21,280,1,EUR,0.90785,2052,803070,Litware Microwave 1.0CuFt E110 ,Litware,Blue,40,pounds,139.99,71.37,8,Home Appliances,803,Microwaves,727030,Female,Iolanda,Padovano,Vaccileddi,07020,1997-11-08,23,2007,Jaguar
10052,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,112,106047,WWI Wireless Transmitter and tooth Headphones X250 ,Wide World Importers,Blue,2,pounds,249.99,82.83,1,Audio,101,MP4&MP3,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10053,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,112,106047,WWI Wireless Transmitter and tooth Headphones X250 ,Wide World Importers,Blue,2,pounds,249.99,82.83,1,Audio,106,Bluetooth Headphones,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10054,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,112,106047,WWI Wireless Transmitter and tooth Headphones X250 ,Wide World Importers,Blue,2,pounds,249.99,82.83,1,Audio,104,Recording Pen,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10055,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,808,Fans,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10056,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,805,Coffee Machines,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10057,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,802,Refrigerators,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10058,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,807,Air Conditioners,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10059,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,804,Water Heaters,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10060,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,806,Lamps,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10061,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,801,Washers & Dryers,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10062,56800547,2016-07-21,2016-07-27,999999,5,CAD,1.30513,2071,803089,Contoso Microwave 0.9CuFt E0090 ,Contoso,Grey,37,pounds,99.99,50.98,8,Home Appliances,803,Microwaves,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10063,56800547,2016-07-21,2016-07-27,999999,3,CAD,1.30513,1275,406029,Contoso Digital Cameras Lightweight Tripod E316 ,Contoso,Black,13,ounces,52.13,26.58,4,Cameras and camcorders ,402,Digital SLR Cameras,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10064,56800547,2016-07-21,2016-07-27,999999,3,CAD,1.30513,1275,406029,Contoso Digital Cameras Lightweight Tripod E316 ,Contoso,Black,13,ounces,52.13,26.58,4,Cameras and camcorders ,405,Camcorders,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10065,56800547,2016-07-21,2016-07-27,999999,3,CAD,1.30513,1275,406029,Contoso Digital Cameras Lightweight Tripod E316 ,Contoso,Black,13,ounces,52.13,26.58,4,Cameras and camcorders ,401,Digital Cameras,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10066,56800547,2016-07-21,2016-07-27,999999,3,CAD,1.30513,1275,406029,Contoso Digital Cameras Lightweight Tripod E316 ,Contoso,Black,13,ounces,52.13,26.58,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10067,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,808,Fans,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10068,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,805,Coffee Machines,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10069,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,802,Refrigerators,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10070,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,807,Air Conditioners,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10071,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,804,Water Heaters,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10072,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,806,Lamps,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10073,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,801,Washers & Dryers,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10074,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,2465,808056,Litware USB Durable Desk Soft Fan E1401 ,Litware,Blue,7,pounds,30,15.29,8,Home Appliances,803,Microwaves,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10075,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,1634,602064,Contoso DVD 38 DVD Storage Binder E25 ,Contoso,Silver,32,pounds,9.99,5.09,6,"Music, Movies and Audio Books",602,Movie DVD,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10076,56800547,2016-07-21,2016-07-27,999999,1,CAD,1.30513,1616,602046,Contoso DVD Player M100 ,Contoso,Black,14,pounds,56.99,26.21,6,"Music, Movies and Audio Books",602,Movie DVD,348836,Male,Keith,Burton,Thornhill,L4J 1W2,1958-04-04,62,2007,GMC
10077,56800719,2016-07-21,2016-07-21,240,7,EUR,0.90785,1594,602024,SV DVD 38 DVD Storage Binder E25 ,Southridge Video,Red,4,pounds,9.99,5.09,6,"Music, Movies and Audio Books",602,Movie DVD,462249,Female,Sabrina,Koehler,Münsterappel,67822,1975-11-10,45,1992,Oldsmobile
10078,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,1699,701039,SV Hand Games men M30 ,Southridge Video,Red,1.2,pounds,6.88,3.16,7,Games and Toys,701,Boxed Games,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10079,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,1699,701039,SV Hand Games men M30 ,Southridge Video,Red,1.2,pounds,6.88,3.16,7,Games and Toys,702,Download Games,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10080,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,808,Fans,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10081,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,805,Coffee Machines,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10082,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,802,Refrigerators,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10083,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,807,Air Conditioners,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10084,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,804,Water Heaters,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10085,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,806,Lamps,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10086,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,801,Washers & Dryers,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10087,56800721,2016-07-21,2016-07-28,999999,6,USD,1.00000,2107,804023,Contoso Water Heater 4.0GPM M1250 ,Contoso ,Grey,14.3,pounds,791,363.75,8,Home Appliances,803,Microwaves,1231023,Male,Alfred,Roche,Milwaukee,53210,1955-02-10,65,2012,Mercedes-Benz
10088,56800813,2016-07-21,2016-07-21,430,5,USD,1.00000,1255,406009,Contoso General Carrying Case E304 ,Contoso,White,3.6,ounces,19.99,10.19,4,Cameras and camcorders ,402,Digital SLR Cameras,2032872,Male,Roch,Hébert,Point Hope,99766,1954-12-18,66,2002,Ford
10089,56800813,2016-07-21,2016-07-21,430,5,USD,1.00000,1255,406009,Contoso General Carrying Case E304 ,Contoso,White,3.6,ounces,19.99,10.19,4,Cameras and camcorders ,405,Camcorders,2032872,Male,Roch,Hébert,Point Hope,99766,1954-12-18,66,2002,Ford
10090,56800813,2016-07-21,2016-07-21,430,5,USD,1.00000,1255,406009,Contoso General Carrying Case E304 ,Contoso,White,3.6,ounces,19.99,10.19,4,Cameras and camcorders ,401,Digital Cameras,2032872,Male,Roch,Hébert,Point Hope,99766,1954-12-18,66,2002,Ford
10091,56800813,2016-07-21,2016-07-21,430,5,USD,1.00000,1255,406009,Contoso General Carrying Case E304 ,Contoso,White,3.6,ounces,19.99,10.19,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,2032872,Male,Roch,Hébert,Point Hope,99766,1954-12-18,66,2002,Ford
10092,56800868,2016-07-21,2016-07-21,465,7,USD,1.00000,1739,702033,MGS RalliSport Challenge E115,Tailspin Toys,Silver,,,28,14.28,7,Games and Toys,701,Boxed Games,1515811,Female,Janet,Cuellar,Reeseville,53579,2000-09-29,20,2009,GMC
10093,56800868,2016-07-21,2016-07-21,465,7,USD,1.00000,1739,702033,MGS RalliSport Challenge E115,Tailspin Toys,Silver,,,28,14.28,7,Games and Toys,702,Download Games,1515811,Female,Janet,Cuellar,Reeseville,53579,2000-09-29,20,2009,GMC
10094,56800868,2016-07-21,2016-07-21,465,2,USD,1.00000,642,306001,Proseware Photo Ink Jet Printer M100 ,Proseware,Black,12.8,pounds,159,73.12,3,Computers,304,Monitors,1515811,Female,Janet,Cuellar,Reeseville,53579,2000-09-29,20,2009,GMC
