orderkey,orderdate,deliverydate,storekey,quantity,currencycode,exchangerate,productkey,productcode,productname,brand,color,weight,weightunit,price,cost,categorykey,categoryname,subcategorykey,subcategoryname,customerkey,gender,firstname,surname,city,zipcode,birthday,age,vehicle_year,car
37401301,2016-01-09,2016-01-09,280,3,EUR,0.92073,1648,602078,Contoso DVD 7-Inch Player Portable E200 ,Contoso,Black,46,pounds,109.99,56.08,6,"Music, Movies and Audio Books",602,Movie DVD,778647,Male,Primo,Gallo,Cefala' Diana,90030,1956-07-05,64,2005,Fiat
37101251,2016-01-06,2016-01-06,90,6,CAD,1.40914,959,401016,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Grey,5.2,ounces,200,66.26,4,Cameras and camcorders ,402,Digital SLR Cameras,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,6,CAD,1.40914,959,401016,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Grey,5.2,ounces,200,66.26,4,Cameras and camcorders ,405,Camcorders,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,6,CAD,1.40914,959,401016,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Grey,5.2,ounces,200,66.26,4,Cameras and camcorders ,401,Digital Cameras,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,6,CAD,1.40914,959,401016,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Grey,5.2,ounces,200,66.26,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,1,CAD,1.40914,160,201045,"Adventure Works 37"" 1080p LCD HDTV M150W ",Adventure Works,Brown,43.4,pounds,1099.99,505.85,2,TV and Video,201,Televisions,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,1,CAD,1.40914,160,201045,"Adventure Works 37"" 1080p LCD HDTV M150W ",Adventure Works,Brown,43.4,pounds,1099.99,505.85,2,TV and Video,205,Car Video,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,1,CAD,1.40914,160,201045,"Adventure Works 37"" 1080p LCD HDTV M150W ",Adventure Works,Brown,43.4,pounds,1099.99,505.85,2,TV and Video,203,Home Theater System,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101251,2016-01-06,2016-01-06,90,1,CAD,1.40914,160,201045,"Adventure Works 37"" 1080p LCD HDTV M150W ",Adventure Works,Brown,43.4,pounds,1099.99,505.85,2,TV and Video,202,VCD & DVD,364038,Female,Kathryn,Crocker,Foymount,K0J 1W0,1949-01-03,72,1998,Mercedes-Benz
37101286,2016-01-06,2016-01-06,660,3,USD,1.00000,1586,602016,SV DVD 55DVD Storage Binder M56 ,Southridge Video,Black,4,pounds,12.66,5.82,6,"Music, Movies and Audio Books",602,Movie DVD,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,4,USD,1.00000,1659,602089,Contoso DVD 14-Inch Player Portable L100 ,Contoso,White,57,pounds,259.99,86.14,6,"Music, Movies and Audio Books",602,Movie DVD,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,17,101017,Contoso 8GB Super-Slim MP3/Video Player M800 ,Contoso,Red,11,ounces,109.95,50.56,1,Audio,101,MP4&MP3,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,17,101017,Contoso 8GB Super-Slim MP3/Video Player M800 ,Contoso,Red,11,ounces,109.95,50.56,1,Audio,106,Bluetooth Headphones,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,17,101017,Contoso 8GB Super-Slim MP3/Video Player M800 ,Contoso,Red,11,ounces,109.95,50.56,1,Audio,104,Recording Pen,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,808,Fans,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,805,Coffee Machines,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,802,Refrigerators,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,807,Air Conditioners,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,804,Water Heaters,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,806,Lamps,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,801,Washers & Dryers,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,1,USD,1.00000,2095,804011,Contoso Water Heater 7.2GPM X1800 ,Contoso ,Green,4.9,pounds,1475,488.7,8,Home Appliances,803,Microwaves,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,4,USD,1.00000,1015,401072,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Green,5.3,ounces,200,66.26,4,Cameras and camcorders ,402,Digital SLR Cameras,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,4,USD,1.00000,1015,401072,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Green,5.3,ounces,200,66.26,4,Cameras and camcorders ,405,Camcorders,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,4,USD,1.00000,1015,401072,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Green,5.3,ounces,200,66.26,4,Cameras and camcorders ,401,Digital Cameras,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,4,USD,1.00000,1015,401072,A. Datum Rangefinder Digital Camera X200 ,A. Datum,Green,5.3,ounces,200,66.26,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,808,Fans,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,805,Coffee Machines,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,802,Refrigerators,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,807,Air Conditioners,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,804,Water Heaters,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,806,Lamps,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,801,Washers & Dryers,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101286,2016-01-06,2016-01-06,660,2,USD,1.00000,2044,803062,Litware Microwave 2.2CuFt M125 ,Litware,Black,37,pounds,199.99,91.97,8,Home Appliances,803,Microwaves,1930672,Female,Malisa,Nava,Worcester,01610,1999-08-07,21,1998,BMW
37101324,2016-01-06,2016-01-06,255,1,EUR,0.93093,66,106001,NT tooth Stereo Headphones E52 ,Northwind Traders,Blue,1.1,ounces,25.69,13.1,1,Audio,101,MP4&MP3,502936,Female,Melanie,Wurfel,Gernsbach,76593,1982-03-15,38,2010,BMW
37101324,2016-01-06,2016-01-06,255,1,EUR,0.93093,66,106001,NT tooth Stereo Headphones E52 ,Northwind Traders,Blue,1.1,ounces,25.69,13.1,1,Audio,106,Bluetooth Headphones,502936,Female,Melanie,Wurfel,Gernsbach,76593,1982-03-15,38,2010,BMW
37101324,2016-01-06,2016-01-06,255,1,EUR,0.93093,66,106001,NT tooth Stereo Headphones E52 ,Northwind Traders,Blue,1.1,ounces,25.69,13.1,1,Audio,104,Recording Pen,502936,Female,Melanie,Wurfel,Gernsbach,76593,1982-03-15,38,2010,BMW
37101353,2016-01-06,2016-01-06,450,3,USD,1.00000,1191,405048,"Fabrikam Social Videographer 2/3"" 17mm E100 ",Fabrikam  ,Orange,2.3,pounds,160,81.57,4,Cameras and camcorders ,402,Digital SLR Cameras,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,3,USD,1.00000,1191,405048,"Fabrikam Social Videographer 2/3"" 17mm E100 ",Fabrikam  ,Orange,2.3,pounds,160,81.57,4,Cameras and camcorders ,405,Camcorders,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,3,USD,1.00000,1191,405048,"Fabrikam Social Videographer 2/3"" 17mm E100 ",Fabrikam  ,Orange,2.3,pounds,160,81.57,4,Cameras and camcorders ,401,Digital Cameras,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,3,USD,1.00000,1191,405048,"Fabrikam Social Videographer 2/3"" 17mm E100 ",Fabrikam  ,Orange,2.3,pounds,160,81.57,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,808,Fans,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,805,Coffee Machines,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,802,Refrigerators,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,807,Air Conditioners,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,804,Water Heaters,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,806,Lamps,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,801,Washers & Dryers,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,6,USD,1.00000,1975,802079,Litware Refrigerator L1200 ,Litware,Orange,36,pounds,3199.99,1060.22,8,Home Appliances,803,Microwaves,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,808,Fans,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,805,Coffee Machines,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,802,Refrigerators,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,807,Air Conditioners,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,804,Water Heaters,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,806,Lamps,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,801,Washers & Dryers,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101353,2016-01-06,2016-01-06,450,10,USD,1.00000,1960,802064,Litware Refrigerator 4.6CuFt E280 ,Litware,Green,58,pounds,299.99,152.94,8,Home Appliances,803,Microwaves,1938616,Male,Osmundo,Perales,Herndon,22070,1994-11-13,26,2007,Citroen
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,304,Monitors,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,308,Computers Accessories,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,301,Laptops,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,305,Projectors & Screens,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,306,"Printers, Scanners & Fax",933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,1,GBP,0.68367,736,306095,Proseware Laser Fax Printer M250 ,Proseware,Green,12.4,pounds,118,54.26,3,Computers,303,Desktops,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,2,GBP,0.68367,1678,701018,MGS Hand Games for Office worker L299 ,Tailspin Toys,Red,1.4,pounds,16.89,5.6,7,Games and Toys,701,Boxed Games,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,2,GBP,0.68367,1678,701018,MGS Hand Games for Office worker L299 ,Tailspin Toys,Red,1.4,pounds,16.89,5.6,7,Games and Toys,702,Download Games,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101431,2016-01-06,2016-01-06,400,3,GBP,0.68367,1587,602017,SV DVD 48 DVD Storage Binder M50 ,Southridge Video,Silver,4,pounds,17.99,8.27,6,"Music, Movies and Audio Books",602,Movie DVD,933524,Female,Eloise,Powell,Beamhurst,ST14 2SP,1956-04-21,64,2010,Mazda
37101535,2016-01-06,2016-01-06,35,3,AUD,1.41380,1924,802028,Fabrikam Refrigerator 4.6CuFt E2800 ,Fabrikam,Blue,200,pounds,299.99,152.94,8,Home Appliances,808,Fans,48120,Male,Mitchell,Mackness,Moerlong,5278,1973-12-17,47,2001,Oldsmobile
