id,orderkey,orderdate,deliverydate,storekey,quantity,currencycode,exchangerate,productkey,productcode,productname,brand,color,weight,weightunit,price,cost,categorykey,categoryname,subcategorykey,subcategoryname,customerkey,gender,firstname,lastname,city,zipcode,birthday,age,vehicle_year,car
23,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,299,205008,SV Car Video AM/FM E1000 ,Southridge Video,Black,4.5,pounds,199,101.46,2,TV and Video,201,Televisions,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
24,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,299,205008,SV Car Video AM/FM E1000 ,Southridge Video,Black,4.5,pounds,199,101.46,2,TV and Video,205,Car Video,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
25,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,299,205008,SV Car Video AM/FM E1000 ,Southridge Video,Black,4.5,pounds,199,101.46,2,TV and Video,203,Home Theater System,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
26,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,299,205008,SV Car Video AM/FM E1000 ,Southridge Video,Black,4.5,pounds,199,101.46,2,TV and Video,202,VCD & DVD,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
27,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,808,Fans,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
28,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,805,Coffee Machines,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
29,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,802,Refrigerators,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
30,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,807,Air Conditioners,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
31,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,804,Water Heaters,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
32,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,806,Lamps,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
33,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,801,Washers & Dryers,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
34,37600157,2016-01-11,2016-01-11,590,10,USD,1.00000,2093,804009,Contoso Water Heater 2.6GPM E0900 ,Contoso ,Blue,3.4,pounds,508,258.99,8,Home Appliances,803,Microwaves,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
35,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,1735,702029,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Black,,,28,14.28,7,Games and Toys,701,Boxed Games,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
36,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,1735,702029,MGS Flight Simulator 2004: A Century of Flight E111,Tailspin Toys,Black,,,28,14.28,7,Games and Toys,702,Download Games,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
37,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,304,Monitors,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
38,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,308,Computers Accessories,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
39,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,301,Laptops,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
40,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,305,Projectors & Screens,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
41,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,306,"Printers, Scanners & Fax",1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
42,37600157,2016-01-11,2016-01-11,590,1,USD,1.00000,508,304048,Adventure Works LCD20W M240 ,Adventure Works,White,15.2,pounds,279,128.3,3,Computers,303,Desktops,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
43,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,808,Fans,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
44,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,805,Coffee Machines,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
45,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,802,Refrigerators,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
46,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,807,Air Conditioners,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
47,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,804,Water Heaters,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
48,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,806,Lamps,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
49,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,801,Washers & Dryers,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
50,37600157,2016-01-11,2016-01-11,590,2,USD,1.00000,2392,807045,Proseware Air conditioner 10000BTU M490 ,Proseware,Red,12,pounds,429.99,197.74,8,Home Appliances,803,Microwaves,1682369,Female,Sarah,Pedersen,Corpus Christi,78476,1947-04-11,73,1992,Chevrolet
51,37600170,2016-01-11,2016-01-11,585,3,USD,1.00000,34,101034,Contoso 4GB Portable MP3 Player M450 ,Contoso,Black,0.55,ounces,95.95,48.92,1,Audio,101,MP4&MP3,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
52,37600170,2016-01-11,2016-01-11,585,3,USD,1.00000,34,101034,Contoso 4GB Portable MP3 Player M450 ,Contoso,Black,0.55,ounces,95.95,48.92,1,Audio,106,Bluetooth Headphones,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
53,37600170,2016-01-11,2016-01-11,585,3,USD,1.00000,34,101034,Contoso 4GB Portable MP3 Player M450 ,Contoso,Black,0.55,ounces,95.95,48.92,1,Audio,104,Recording Pen,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
54,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,808,Fans,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
55,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,805,Coffee Machines,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
56,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,802,Refrigerators,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
57,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,807,Air Conditioners,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
58,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,804,Water Heaters,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
59,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,806,Lamps,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
60,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,801,Washers & Dryers,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
61,37600170,2016-01-11,2016-01-11,585,6,USD,1.00000,2075,803093,Contoso Microwave 1.6CuFt M0125 ,Contoso,Red,41,pounds,179.99,82.77,8,Home Appliances,803,Microwaves,1844657,Male,Kirk,Doran,Cleveland,44103,1981-06-27,39,2008,Chrysler
62,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,304,Monitors,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
63,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,308,Computers Accessories,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
64,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,301,Laptops,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
65,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,305,Projectors & Screens,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
66,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,306,"Printers, Scanners & Fax",1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
67,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,521,304061,WWI LCD20 M220 ,Wide World Importers,Black,10.8,pounds,259,119.11,3,Computers,303,Desktops,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
68,37600181,2016-01-11,2016-01-11,650,3,USD,1.00000,1647,602077,Contoso DVD 12-Inch Player Portable M400 ,Contoso,Black,45,pounds,179.99,82.77,6,"Music, Movies and Audio Books",602,Movie DVD,1357553,Male,Edwin,Doherty,Bigelow,56117,1952-06-19,68,2003,Ford
69,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,137,201022,"Adventure Works 32"" LCD HDTV M130 ",Adventure Works,Silver,57.4,pounds,499.99,229.93,2,TV and Video,201,Televisions,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
70,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,137,201022,"Adventure Works 32"" LCD HDTV M130 ",Adventure Works,Silver,57.4,pounds,499.99,229.93,2,TV and Video,205,Car Video,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
71,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,137,201022,"Adventure Works 32"" LCD HDTV M130 ",Adventure Works,Silver,57.4,pounds,499.99,229.93,2,TV and Video,203,Home Theater System,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
72,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,137,201022,"Adventure Works 32"" LCD HDTV M130 ",Adventure Works,Silver,57.4,pounds,499.99,229.93,2,TV and Video,202,VCD & DVD,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
73,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,304,Monitors,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
74,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,308,Computers Accessories,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
75,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,301,Laptops,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
76,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,305,Projectors & Screens,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
77,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,306,"Printers, Scanners & Fax",1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
78,37600239,2016-01-11,2016-01-11,440,2,USD,1.00000,425,303010,Adventure Works Desktop PC1.80 ED180 ,Adventure Works,Black,,pounds,369,188.13,3,Computers,303,Desktops,1904072,Male,Radomir,Pavic,Ethelsville,35461,1984-08-23,36,2009,Acura
79,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,1238,405095,"Fabrikam Social Videographer 1/3"" 8.5mm E200 ",Fabrikam,Blue,2,pounds,168,85.65,4,Cameras and camcorders ,402,Digital SLR Cameras,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
80,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,1238,405095,"Fabrikam Social Videographer 1/3"" 8.5mm E200 ",Fabrikam,Blue,2,pounds,168,85.65,4,Cameras and camcorders ,405,Camcorders,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
81,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,1238,405095,"Fabrikam Social Videographer 1/3"" 8.5mm E200 ",Fabrikam,Blue,2,pounds,168,85.65,4,Cameras and camcorders ,401,Digital Cameras,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
82,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,1238,405095,"Fabrikam Social Videographer 1/3"" 8.5mm E200 ",Fabrikam,Blue,2,pounds,168,85.65,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
83,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,808,Fans,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
84,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,805,Coffee Machines,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
85,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,802,Refrigerators,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
86,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,807,Air Conditioners,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
87,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,804,Water Heaters,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
88,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,806,Lamps,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
89,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,801,Washers & Dryers,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
90,37600281,2016-01-11,2016-01-11,40,2,AUD,1.42506,2136,805021,Contoso Coffee Maker 12C M1000 ,Contoso,Grey,20.9,pounds,445,204.64,8,Home Appliances,803,Microwaves,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
91,37600281,2016-01-11,2016-01-11,40,1,AUD,1.42506,2078,803096,Contoso Microwave 0.8CuFt E0080 ,Contoso,Red,40,pounds,94.99,48.43,8,Home Appliances,808,Fans,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
92,37600281,2016-01-11,2016-01-11,40,1,AUD,1.42506,2078,803096,Contoso Microwave 0.8CuFt E0080 ,Contoso,Red,40,pounds,94.99,48.43,8,Home Appliances,805,Coffee Machines,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
93,37600281,2016-01-11,2016-01-11,40,1,AUD,1.42506,2078,803096,Contoso Microwave 0.8CuFt E0080 ,Contoso,Red,40,pounds,94.99,48.43,8,Home Appliances,802,Refrigerators,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
94,37600281,2016-01-11,2016-01-11,40,1,AUD,1.42506,2078,803096,Contoso Microwave 0.8CuFt E0080 ,Contoso,Red,40,pounds,94.99,48.43,8,Home Appliances,807,Air Conditioners,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
95,37600281,2016-01-11,2016-01-11,40,1,AUD,1.42506,2078,803096,Contoso Microwave 0.8CuFt E0080 ,Contoso,Red,40,pounds,94.99,48.43,8,Home Appliances,804,Water Heaters,92620,Male,Ryan,Miethke,Stockyard,4703,1956-03-07,64,2012,Holden
